"data","TCI","W"
2020-08-12,69.6448980241683,"W = 250"
2020-08-13,69.7041485385613,"W = 250"
2020-08-14,69.8423889541274,"W = 250"
2020-08-17,69.8848168275237,"W = 250"
2020-08-18,69.7269739932491,"W = 250"
2020-08-19,70.2506811864629,"W = 250"
2020-08-20,70.500311851255,"W = 250"
2020-08-21,70.8067209626731,"W = 250"
2020-08-24,70.6179445042354,"W = 250"
2020-08-25,70.8156372354547,"W = 250"
2020-08-26,70.9245482865129,"W = 250"
2020-08-27,71.0551560391022,"W = 250"
2020-08-28,71.269451971797,"W = 250"
2020-08-31,68.6806153897967,"W = 250"
2020-09-01,67.8015657898112,"W = 250"
2020-09-02,67.6454254401155,"W = 250"
2020-09-03,68.0890998496666,"W = 250"
2020-09-04,68.0820809448973,"W = 250"
2020-09-08,68.0548284576708,"W = 250"
2020-09-09,68.0721902776502,"W = 250"
2020-09-10,68.0856530081417,"W = 250"
2020-09-11,68.1494407598766,"W = 250"
2020-09-14,68.0865995340963,"W = 250"
2020-09-15,68.2045256965194,"W = 250"
2020-09-16,68.1473829238184,"W = 250"
2020-09-17,68.2806822477777,"W = 250"
2020-09-18,68.2944794470187,"W = 250"
2020-09-21,68.3820996334144,"W = 250"
2020-09-22,68.535507826757,"W = 250"
2020-09-23,68.6510992656557,"W = 250"
2020-09-24,68.6494228139749,"W = 250"
2020-09-25,68.4276727386577,"W = 250"
2020-09-28,68.8834875581457,"W = 250"
2020-09-29,69.084495189039,"W = 250"
2020-09-30,69.3951661680913,"W = 250"
2020-10-01,69.237855635793,"W = 250"
2020-10-02,69.1195129203174,"W = 250"
2020-10-05,69.0722266471928,"W = 250"
2020-10-06,69.0783295633338,"W = 250"
2020-10-07,69.2609631763277,"W = 250"
2020-10-08,69.1459517618488,"W = 250"
2020-10-09,69.3124044344403,"W = 250"
2020-10-13,69.2171941980401,"W = 250"
2020-10-14,69.5085528000739,"W = 250"
2020-10-15,69.6196565051149,"W = 250"
2020-10-16,69.8339639505479,"W = 250"
2020-10-19,69.7234641780506,"W = 250"
2020-10-20,69.78160573045,"W = 250"
2020-10-21,69.9100527356818,"W = 250"
2020-10-22,69.843642626074,"W = 250"
2020-10-23,69.8053207228291,"W = 250"
2020-10-26,69.8514488340389,"W = 250"
2020-10-27,69.6838038680161,"W = 250"
2020-10-28,69.8251891775803,"W = 250"
2020-10-29,70.2443024948674,"W = 250"
2020-10-30,70.7866630634673,"W = 250"
2020-11-03,70.8445975854216,"W = 250"
2020-11-04,70.8841848994279,"W = 250"
2020-11-05,70.9133988565749,"W = 250"
