"data","ITUB4","BBDC4","BBAS3","SANB11","BPAC11","BRSR6","ABCB4"
2017-10-12,-2.82976068896511,-2.67507068640209,-2.64957154857483,-2.43469700931356,-2.36673103259484,-1.79972533722043,-2.49876254302619
2017-10-13,-2.81083557748699,-2.65555629020874,-2.68315883559885,-2.42030633501517,-2.36752927722406,-1.80041284601247,-2.50961869355696
2017-10-16,-2.8258872395717,-2.66717133488965,-2.70662931519626,-2.3759912668521,-2.3574612734738,-1.7895339811741,-2.51644754547069
2017-10-17,-2.82944597592392,-2.67484530518785,-2.70121468599893,-2.36070656269701,-2.37708440447594,-1.78380967332133,-2.50557905694321
2017-10-18,-2.84425918626917,-2.67130215115069,-2.71562543568501,-2.35703915376532,-2.35292748095211,-1.78518114408226,-2.53754738547601
2017-10-19,-2.86200792725303,-2.69945287241798,-2.71640132754112,-2.38652045275066,-2.32586261043568,-1.79795007484569,-2.58507161509558
2017-10-20,-2.88522268624766,-2.7111156907312,-2.77844217650871,-2.39704558525532,-2.3297429072566,-1.79008137107854,-2.59636857419779
2017-10-23,-2.8869089152438,-2.70179204719931,-2.76457110750189,-2.39031133003748,-2.24605345580698,-1.7903225062418,-2.605092646825
2017-10-24,-2.86400712875901,-2.71349709511145,-2.77087102308046,-2.3929840972808,-2.23515194772273,-1.78370458137404,-2.61249060896235
2017-10-25,-2.83653136653033,-2.69068331932358,-2.76315286458473,-2.37359425986657,-2.19576540648979,-1.78417264203183,-2.59865960101617
2017-10-26,-2.84179869883453,-2.69462247267513,-2.74651549102481,-2.28739419061363,-2.2103388860312,-1.79103833846439,-2.63770681459021
2017-10-27,-2.82315329278028,-2.69310461671091,-2.7470604086402,-2.29173688973512,-2.21077490823476,-1.78730309924414,-2.5263643420706
2017-10-30,-2.80209624930583,-2.67997850891267,-2.71825232864918,-2.29324920425646,-2.22585027242117,-1.79225882566988,-2.51232516931405
2017-10-31,-2.77273067949412,-2.65840037018369,-2.68387546573867,-2.28884262468123,-2.22688232066366,-1.79352031121966,-2.52326049162527
2017-11-01,-2.80774686623909,-2.73578432634793,-2.66858244158992,-2.2627104897294,-2.22861596497248,-1.7870911765581,-2.52122143313467
2017-11-02,-2.77243576817785,-2.68486738830197,-2.62950598092943,-2.23920954243568,-2.22234836334751,-2.32612573026993,-2.49169563779246
2017-11-03,-2.79041027970375,-2.69236719990773,-2.6227276944592,-2.21320205049637,-2.20354238024303,-2.34884085192497,-2.43503121086772
